Unnamed: 0,NOME,FAZ,TAL,tipocorte,variedad,madurada,producto,dosismad,semsmad,edad,cortes,me,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea
2178,LA ISABELA QUINTERO,80155,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.4,12.6,6,13.5,15.5,12.3,4,202004,117,299,2,3.5
2179,LA ISABELA QUINTERO,80155,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.4,12.6,6,11.3,14.8,11.9,4,202004,114,299,2,3.6
2180,LA ISABELA QUINTERO,80155,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.6,11.8,2,7.8,0.2,12.8,6,202006,103,128,2,3.4
2181,LA ISABELA QUINTERO,80155,007A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.1,2,9.3,3.2,12.9,10,202010,142,177,2,5.1
2182,LA ISABELA QUINTERO,80155,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.1,6,13.2,23.6,14.4,10,202010,109,177,2,4.4
2183,LA ISABELA QUINTERO,80155,009B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.1,2,10.0,15.4,15.1,10,202010,99,177,2,5.1
2184,LA ISLA MOLINARES,80314,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,7.0,12.8,1,7.9,5.4,12.6,3,202003,140,98,3,4.1
2191,LA ISLA MOLINARES,80314,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.3,12.5,2,7.7,1.8,12.0,6,201806,117,371,3,5.7
2192,LA ISLA MOLINARES,80314,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.3,13.1,3,7.7,2.6,10.7,7,201907,116,0,3,5.1
2194,LA ISLA MOLINARES,80314,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,7.1,14.0,1,9.4,1.5,13.6,3,202003,118,98,3,4.1
2201,LA ISLA MOLINARES,80314,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.7,3,11.8,6.2,12.5,1,201701,146,513,3,5.4
2202,LA ISLA MOLINARES,80314,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.0,11.7,5,11.0,1.6,12.8,3,201903,106,0,3,3.1
2206,LA ISLA MOLINARES,80314,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.4,12.5,2,8.0,16.5,12.1,6,201806,144,371,3,5.7
2207,LA ISLA MOLINARES,80314,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.4,13.1,3,7.6,2.0,11.7,7,201907,131,0,3,5.1
2209,LA ISLA MORENO,81414,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.3,15.1,1,9.8,2.8,11.5,7,201907,157,0,3,8.7
2210,LA ISLA MORENO,81414,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,11.3,2,10.7,2.6,12.2,7,202007,132,0,3,4.4
2214,LA ITALIA EMPRESA,80131,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.6,13.6,2,9.0,6.1,14.0,4,202004,114,106,1,3.4
2215,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,4.4,12.8,1,5.9,2.5,12.8,3,201603,161,43,2,4.4
2216,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.4,12.1,2,9.1,3.0,13.0,3,201703,175,96,2,3.7
2217,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,10.9,13.4,3,7.4,2.1,12.7,4,201804,120,185,2,4.4
2218,LA JAUJA,80178,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,19.7,14.7,4,9.0,2.6,13.0,7,201907,126,386,2,2.0
2219,LA JOSEFINA,80526,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.3,13.1,1,12.1,2.0,12.1,11,201911,146,0,3,4.4
2222,LA JOSEFINA,80526,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.7,14.0,1,10.0,2.4,12.9,11,201911,129,0,3,4.4
2227,LA JOSEFINA,80526,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,7.9,12.1,4,10.5,2.0,11.5,1,202001,130,0,3,3.0
2228,LA JOSEFINA,80526,8,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.0,13.7,1,10.1,1.7,11.6,11,201911,130,0,3,4.4
2229,LA JULIA 2,80365,30,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.6,12.9,1,8.0,2.9,12.5,6,202006,178,0,3,4.4
2232,LA JULIA 2,80365,031A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.9,12.9,1,8.0,3.1,12.7,6,202006,185,0,3,2.8
2233,LA JULIA SAAVEDRA,80344,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.1,12.5,2,9.3,3.3,13.3,11,202011,155,103,3,3.2
2236,LA JULIA SAAVEDRA,80344,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.7,12.8,2,10.2,3.0,13.1,11,202011,158,149,3,3.2
2241,LA JULIA SAAVEDRA,80344,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,3.9,13.4,1,10.2,2.8,12.7,5,202005,178,0,3,2.8
2242,LA JULIA SAAVEDRA,80344,12,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,4.1,13.6,1,8.9,2.8,13.1,5,202005,174,228,3,3.0
2255,LA JULIA SAAVEDRA,80344,021A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.3,12.4,2,8.7,2.6,13.2,11,201811,159,0,3,3.2
2256,LA JULIA SAAVEDRA,80344,021A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.7,13.1,3,11.3,2.2,12.8,12,201912,150,0,3,3.5
2257,LA JULIA SAAVEDRA,80344,021A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.4,13.0,4,8.3,2.3,13.3,1,202101,165,150,3,2.7
2258,LA JULIA SAAVEDRA,80344,22,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.1,12.3,2,9.7,2.6,13.5,10,201810,174,0,3,3.2
2259,LA JULIA SAAVEDRA,80344,22,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.9,13.2,3,10.1,2.4,12.8,12,201912,175,0,3,3.5
2260,LA JULIA SAAVEDRA,80344,22,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.0,12.9,4,11.5,3.5,12.7,1,202101,164,150,3,2.7
2261,LA JULIA SAAVEDRA,80344,23,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.1,12.4,2,9.3,3.4,13.2,10,201810,154,0,3,3.2
2262,LA JULIA SAAVEDRA,80344,23,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.9,13.2,3,10.0,2.3,12.6,12,201912,149,0,3,5.1
2263,LA JULIA SAAVEDRA,80344,23,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.1,12.9,4,9.4,2.8,13.0,1,202101,163,150,3,2.7
2271,LA JULIA SAAVEDRA,80344,26,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.6,13.3,1,8.9,2.6,14.0,10,202010,166,115,3,1.5
2272,LA LECHERIA,80293,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,27.4,17.3,1,7.0,3.3,12.1,8,201708,190,767,2,2.8
2273,LA LECHERIA,80293,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,7.7,11.8,2,7.6,3.6,12.4,8,201808,152,47,2,3.4
2274,LA LECHERIA,80293,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.1,11.3,4,9.7,2.8,11.2,7,202007,157,61,2,2.8
2275,LA LIDA MARIA,80252,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,6.1,11.9,3,8.6,2.7,12.7,10,201810,93,109,2,3.1
2276,LA LIDA MARIA,80252,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.3,12.7,4,10.0,2.2,13.4,11,201911,110,218,2,3.1
2284,LA LORENA,80527,033B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.7,11.2,2,9.8,3.5,12.9,5,201905,35,0,3,4.4
2286,LA LORENA,80527,36,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,13.0,5,10.4,3.8,13.1,1,202101,121,0,3,4.4
2287,LA LORENA,80527,036B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.7,12.6,3,9.2,3.2,11.2,5,201705,140,0,3,4.3
2288,LA LORENA,80527,036B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.1,12.6,4,8.2,2.9,12.2,5,201805,104,0,3,4.2
2289,LA LORENA,80527,37,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,14.6,13.4,5,9.1,9.8,12.0,12,201912,88,0,3,4.4
2290,LA LORENA,80527,37,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.4,13.0,6,8.5,3.6,13.2,1,202101,101,0,3,4.4
2291,LA LORENA,80527,39,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,2.9,12.0,1,10.1,3.0,11.2,6,201906,166,0,3,3.2
2292,LA LORENA,80527,39,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.3,12.2,2,10.8,2.8,11.4,6,202006,126,0,3,6.8
2293,LA LORENA,80527,41,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.0,12.2,2,10.0,2.9,12.2,6,202006,139,0,3,6.8
2295,LA LORENA,80527,43,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.7,13.7,3,8.9,2.8,12.0,6,201706,147,0,3,4.3
2296,LA LORENA,80527,43,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.3,11.5,4,7.3,3.1,12.0,5,201805,117,0,3,4.1
2297,LA LORENA,80527,43,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.4,11.3,5,7.4,3.6,13.6,5,201905,100,0,3,3.2
2298,LA LORENA,80527,44,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.9,13.6,3,9.5,2.8,12.3,6,201706,150,0,3,4.3
2299,LA LORENA,80527,44,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.3,11.5,4,8.0,2.9,13.3,5,201805,99,0,3,4.1
2300,LA LORENA,80527,45,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.9,12.7,2,9.2,35.6,12.2,5,201705,146,0,3,9.5
2301,LA LORENA,80527,45,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.0,12.6,3,8.8,2.9,12.9,5,201805,104,0,3,4.1
2302,LA LORENA,80527,45,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.3,11.3,4,8.5,3.6,13.4,5,201905,73,0,3,3.5
2303,LA LORENA,80527,52,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,7.0,12.6,2,11.6,3.0,11.2,5,201705,155,0,3,3.7
2304,LA LORENA,80527,52,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.1,12.6,3,7.2,2.7,11.7,5,201805,109,0,3,4.3
2305,LA LORENA,80527,52,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.3,11.3,4,5.3,3.0,13.4,5,201905,86,0,3,3.6
2307,LA MANSION CARMEN ,80165,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.6,12.6,4,9.5,1.9,12.3,12,201912,144,218,2,3.9
2308,LA MANSION CARMEN ,80165,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,8.6,13.1,1,7.7,1.7,12.8,8,201908,147,216,2,3.2
2309,LA MANSION CARMEN ,80165,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.7,11.1,2,9.4,1.7,12.1,7,202007,140,27,2,8.7
2310,LA MANSION CARMEN ,80165,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,8.9,13.0,1,8.0,16.9,13.7,8,201908,149,216,2,7.2
2311,LA MANSION CARMEN ,80165,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.7,13.1,2,9.8,9.7,13.6,10,201910,135,117,2,2.4
2315,LA MARGARITA CRUZ,80519,005A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.4,13.6,1,11.6,6.1,11.9,7,202007,145,414,3,0.7
2316,LA MARGARITA CRUZ,80519,005B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.6,12.8,1,7.8,5.3,12.7,3,202003,130,0,3,0.7
2320,LA MARGARITA CRUZ,80519,008A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.7,12.4,1,9.5,4.6,13.7,3,202003,142,0,3,0.7
2323,LA MARIA GIRALDO,80935,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.1,12.4,3,13.1,2.6,12.7,2,202002,109,0,3,6.3
2324,LA MARIA GOMEZ,80280,001C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,2.4,11.8,2,10.5,4.2,12.6,4,201704,151,309,2,0.6
2325,LA MARIA GOMEZ,80280,001C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.1,12.8,3,7.7,4.6,12.7,5,201805,119,306,2,1.5
2326,LA MARIA GOMEZ,80280,001C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.4,12.8,4,9.2,4.1,12.2,6,201906,114,399,2,2.5
2327,LA MARIA GOMEZ,80280,001D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.0,14.8,2,10.9,16.6,11.3,10,201710,187,591,2,1.4
2328,LA MARIA GOMEZ,80280,001D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,11.6,12.8,3,11.3,3.9,12.2,11,201811,141,314,2,2.7
2329,LA MARIA GOMEZ,80280,001D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.6,11.8,4,10.6,4.3,12.4,11,201911,125,189,2,3.2
2330,LA MARIA GOMEZ,80280,001E,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,12.1,5,9.4,3.6,11.5,6,202006,69,229,2,0.4
2332,LA MARIA GOMEZ,80280,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,16.4,14.6,2,9.5,14.0,13.3,10,201710,172,0,2,1.4
2333,LA MARIA GOMEZ,80280,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,11.3,12.6,3,9.5,4.3,14.2,11,201811,106,57,2,2.7
2336,LA MARIA GOMEZ,80280,003B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.7,6.1,11.5,2,8.0,5.1,13.1,4,201604,110,0,2,0.9
2337,LA MARIA GOMEZ,80280,003B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,10.9,12.7,3,8.2,4.1,12.4,4,201704,183,0,2,3.2
2338,LA MARIA GOMEZ,80280,003B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.4,12.5,4,8.4,4.1,14.2,5,201805,127,0,2,1.9
2339,LA MARIA GOMEZ,80280,003B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,5.6,11.6,5,9.1,3.5,12.1,5,201905,121,295,2,2.6
2340,LA MARIA GOMEZ,80280,003C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,12.6,13.1,3,9.7,4.9,12.2,5,201705,179,0,2,0.6
2341,LA MARIA GOMEZ,80280,003C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.9,11.3,5,11.2,14.6,12.3,6,201906,119,142,2,2.5
2342,LA MARIA GOMEZ,80280,003C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,11.9,6,14.9,4.4,12.0,6,202006,117,253,2,0.4
2343,LA MARIA GOMEZ,80280,003D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,17.3,14.2,3,11.5,4.9,13.2,6,201706,88,0,2,1.2
2346,LA MARIA GOMEZ,80280,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.7,6.3,11.7,2,8.3,4.4,12.7,4,201604,109,0,2,0.8
2347,LA MARIA GOMEZ,80280,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,10.9,12.7,3,10.7,5.2,12.7,4,201704,169,0,2,0.6
2348,LA MARIA GOMEZ,80280,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.3,12.8,4,6.6,5.8,14.3,5,201805,100,0,2,0.8
2349,LA MARIA GOMEZ,80280,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,5.6,11.6,5,11.0,4.5,12.5,5,201905,108,295,2,2.5
2350,LA MARIA GOMEZ,80280,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.3,11.9,6,9.0,4.4,12.6,5,202005,113,151,2,0.4
2351,LA MARIA GOMEZ,80280,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.1,15.2,1,9.3,3.9,12.2,10,201710,159,591,2,1.3
2352,LA MARIA GOMEZ,80280,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,11.4,12.7,2,12.1,4.4,11.9,11,201811,117,292,2,2.7
2353,LA MARIA GOMEZ,80280,005A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,7.7,12.7,4,7.6,5.2,10.8,5,201805,168,306,2,2.0
2354,LA MARIA GOMEZ,80280,005A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,12.1,6,7.9,3.9,12.4,6,202006,121,229,2,0.4
2355,LA MARIA GOMEZ,80280,006A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,12.7,13.6,1,8.2,27.7,14.4,10,201510,143,205,2,1.1
2356,LA MARIA GOMEZ,80280,006A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,13.1,13.3,2,9.1,4.4,12.6,11,201611,134,504,2,1.0
2357,LA MARIA GOMEZ,80280,006A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,4.6,12.3,3,6.5,10.2,12.2,12,201712,139,297,2,1.5
2358,LA MARIA GOMEZ,80280,006A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.1,11.5,5,10.1,3.9,13.5,11,201811,112,126,2,1.7
2360,LA MARIA GOMEZ,80280,007A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,14.1,14.0,1,7.4,4.1,12.0,6,201906,148,507,2,2.3
2361,LA MARIA GOMEZ,80280,8,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,6.6,12.8,1,9.5,4.3,12.9,5,201605,155,216,2,1.5
2362,LA MARIA GOMEZ,80280,8,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.1,13.4,2,9.9,4.9,11.9,6,201706,145,688,2,1.3
2363,LA MARIA GOMEZ,80280,8,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.4,11.1,4,10.5,3.6,11.9,6,201906,128,109,2,2.5
2378,LA MARIA INGENIO,80122,26,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,6.7,12.5,1,11.1,5.4,13.4,10,201910,129,128,1,4.4
2380,LA MARIA INGENIO,80122,28,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.3,12.8,5,15.0,51.3,9.2,12,201912,122,320,1,3.2
2381,LA MARIA INGENIO,80122,028A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,17.4,14.2,5,12.4,13.6,11.4,2,202002,113,459,1,3.1
2382,LA MARIA INGENIO,80122,028C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,13.6,13.4,3,3.9,2.0,11.6,8,201808,112,244,1,9.0
2383,LA MARIA LINCE,80466,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.2,7.4,12.6,3,10.3,23.2,11.7,6,201906,139,0,3,8.3
2384,LA MARIA LINCE,80466,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.6,12.0,4,10.9,1.8,11.5,6,202006,113,0,3,2.0
2385,LA MARIA RIVAS,81176,10,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.7,13.8,1,10.1,2.0,12.2,6,201906,194,0,3,2.2
2386,LA MARIA RIVAS,81176,10,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,12.3,2,8.7,1.7,12.3,6,202006,170,118,3,1.9
2399,LA MARQUEZA  RESTREPO,80311,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.3,12.3,2,10.1,2.9,12.9,3,201703,133,211,3,7.0
2400,LA MARQUEZA  RESTREPO,80311,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.4,12.5,3,12.1,2.4,12.8,4,201804,130,275,3,5.2
2405,LA MARQUEZA SERNA,80658,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.3,14.8,1,8.6,12.6,13.7,10,201910,136,0,3,3.1
2406,LA MARQUEZA SERNA,80658,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.1,12.8,2,9.1,2.6,13.3,11,202011,131,165,3,2.7
2419,LA MERCED CABAL HNAS.,80500,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,4.6,12.2,2,7.9,1.6,12.3,4,201904,139,301,3,6.4
2420,LA MERCED CABAL HNAS.,80500,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,3.4,12.0,3,8.4,1.7,12.6,4,202004,133,144,3,4.3
2421,LA MERCED CABAL HNAS.,80500,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.7,7.6,13.7,1,11.0,1.9,11.5,4,201604,183,136,3,14.1
2422,LA MERCED CABAL HNAS.,80500,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,15.3,13.5,2,8.5,2.7,13.1,5,201705,153,489,3,4.4
2423,LA MERCED CABAL HNAS.,80500,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.6,12.6,3,7.3,2.2,13.1,6,201806,148,221,3,8.0
2424,LA MERCED CABAL HNAS.,80500,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,5.6,12.1,4,8.1,1.7,12.5,6,201906,153,433,3,6.4
2425,LA MERCED CABAL HNAS.,80500,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,4.1,11.8,5,8.8,2.0,12.5,6,202006,147,68,3,2.5
2443,LA MERCED INV.,80604,8,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.3,13.5,1,10.1,1.8,12.6,4,201704,203,0,3,5.0
